ID,Japanese_Text,English_Text,Japanese_Female_Sound,Japanese_Male_Sound
lesson_ja_l18_d3,いや、必ず今日中に終わらせる。,Nah — I’ll definitely get it done today.,,
lesson_ja_l19_0,俺は行かない。,I’m not going.,,
lesson_ja_l19_1,これ、けっこう重いよ。,This is pretty heavy.,,
lesson_ja_l19_2,分かりやすく説明して。,Explain it in a way I can follow.,,
lesson_ja_l19_3,大切なものだから。,Because it matters to me.,,
lesson_ja_l19_v0,側,a side,,
lesson_ja_l19_v1,見つかる,"to be found, to turn up",,
lesson_ja_l19_v2,重い,heavy,,
lesson_ja_l19_v3,期待,"expectation, hopes",,
lesson_ja_l19_v4,集まる,to gather (by themselves),,
lesson_ja_l19_v5,その後,after that,,
lesson_ja_l19_v6,考え,"a thought, an idea",,
lesson_ja_l19_v7,住む,"to live, to reside",,
lesson_ja_l19_v8,大切,"precious, important",,
lesson_ja_l19_v9,毎日,every day,,
lesson_ja_l19_v10,広い,"wide, spacious",,
lesson_ja_l19_v11,やすい,easy to — after a verb stem,,
lesson_ja_l19_v12,自由,freedom; free,,
lesson_ja_l19_v13,原因,a cause,,
lesson_ja_l19_v14,俺,"I, me — men, casual",,
lesson_ja_l19_v15,ああ,ah; like that,,
lesson_ja_l19_v16,お前,"you — blunt, close or rude",,
lesson_ja_l19_v17,彼女,she; girlfriend,,
lesson_ja_l19_d0,俺、この辺に住んでるんだ。,I live round here.,,
lesson_ja_l19_d1,へえ。毎日この道通ってるの？,Huh. You come down this road every day?,,
lesson_ja_l19_d2,うん。広いし、自由でいいよ。,"Yeah. It’s open and easy, I like it.",,
lesson_ja_l19_d3,その後どうなった？彼女とは。,What happened after that? With your girlfriend.,,
lesson_ja_l20_0,大丈夫、わかってるよ。,"It’s fine, I get it.",,
lesson_ja_l20_1,やっぱり行かない。,"On second thoughts, I won’t go.",,
lesson_ja_l20_2,二人で行くみたい。,Looks like the two of them are going.,,
lesson_ja_l20_3,じゃあ、また明日。,"Right, see you tomorrow.",,
lesson_ja_l20_v0,みたい,seems like; like a,,
lesson_ja_l20_v1,大丈夫,"all right, fine",,
lesson_ja_l20_v2,ちゃん,affectionate name suffix,,
lesson_ja_l20_v3,わかる,"to understand, to get it",,
lesson_ja_l20_v4,あっ,oh! — sudden realisation,,
lesson_ja_l20_v5,僕,"I, me — men, softer than 俺",,
lesson_ja_l20_v6,笑う,"to laugh, to smile",,
lesson_ja_l20_v7,なんだ,"oh, it’s only…",,
lesson_ja_l20_v8,じゃあ,well then; see you,,
lesson_ja_l20_v9,様,formal name suffix,,
lesson_ja_l20_v10,まあ,well…; sort of,,
lesson_ja_l20_v11,ええ,yes (soft); huh?,,
lesson_ja_l20_v12,女,a woman,,
lesson_ja_l20_v13,君,"you — familiar, slightly literary",,
lesson_ja_l20_v14,二人,two people; the pair of them,,
lesson_ja_l20_v15,者,"a person — formal, in compounds",,
lesson_ja_l20_v16,やっぱり,as I thought; after all,,
lesson_ja_l20_v17,えっ,eh? — surprise,,
lesson_ja_l20_d0,あっ、僕のじゃないみたい。,Oh — this doesn’t seem to be mine.,,
lesson_ja_l20_d1,えっ、そう？大丈夫？,"What, really? You all right?",,
lesson_ja_l20_d2,まあ、やっぱり間違えたんだな。,Well — knew I’d got it wrong.,,
lesson_ja_l20_d3,ふふ、笑っちゃった。ごめん。,"Heh, that made me laugh. Sorry.",,
lesson_ja_l21_0,なんで教えてくれなかったの？,Why didn’t you tell me?,,
lesson_ja_l21_1,これが一番好き。,This is my favourite.,,
lesson_ja_l21_2,さっきの話、思い出した。,I’ve remembered what you said earlier.,,
lesson_ja_l21_3,ちゃんと寝てる？,Are you sleeping properly?,,
lesson_ja_l21_v0,ちゃんと,"properly, as one should",,
lesson_ja_l21_v1,すごい,amazing; terrible,,
lesson_ja_l21_v2,確かに,"certainly, admittedly",,
lesson_ja_l21_v3,聞こえる,to be audible,,
lesson_ja_l21_v4,なんで,why — casual,,
lesson_ja_l21_v5,先生,teacher; doctor,,
lesson_ja_l21_v6,まさか,you’re joking; surely not,,
lesson_ja_l21_v7,まるで,just like; exactly as if,,
lesson_ja_l21_v8,他,"other, another",,
lesson_ja_l21_v9,殺す,to kill,,
lesson_ja_l21_v10,胸,"chest, breast",,
lesson_ja_l21_v11,さっき,"just now, a moment ago",,
lesson_ja_l21_v12,思い出す,"to recall, to remember",,
lesson_ja_l21_v13,へと,towards — literary,,
lesson_ja_l21_v14,あんた,"you — sharp, over-familiar",,
lesson_ja_l21_v15,一番,"the most, number one",,
lesson_ja_l21_v16,一人,one person; alone,,
lesson_ja_l21_v17,ありがとう,thanks,,
lesson_ja_l21_d0,さっき先生に会ったよ。,I ran into the teacher just now.,,
lesson_ja_l21_d1,まさか。なんでこんな時間に？,You’re joking. Why at this hour?,,
lesson_ja_l21_d2,確かに変だったけど、聞こえた。,"It was odd, true, but I heard him.",,
lesson_ja_l21_d3,すごい。ちゃんと挨拶した？,Wow. Did you say hello properly?,,
lesson_ja_l22_0,ゆっくり話してくれる？,Could you speak slowly?,,
lesson_ja_l22_1,ごめん、遅くなった。,"Sorry, I’m late.",,
lesson_ja_l22_2,つまり、行かないってこと？,So you’re saying you’re not going?,,
lesson_ja_l22_3,なんかおかしくない？,Isn’t something a bit off?,,
lesson_ja_l22_v0,頼む,to ask a favour; to order,,
lesson_ja_l22_v1,一つ,one (thing),,
lesson_ja_l22_v2,表情,a facial expression,,
lesson_ja_l22_v3,ごめん,sorry — casual,,
lesson_ja_l22_v4,怖い,scary; scared,,
lesson_ja_l22_v5,ゆっくり,slowly; take your time,,
lesson_ja_l22_v6,つまり,in other words,,
lesson_ja_l22_v7,腕,an arm; skill,,
lesson_ja_l22_v8,やはり,as expected — formal やっぱり,,
lesson_ja_l22_v9,確認,"confirmation, a check",,
lesson_ja_l22_v10,そうです,that’s right — polite,,
lesson_ja_l22_v11,全部,all of it,,
lesson_ja_l22_v12,何度,how many times,,
lesson_ja_l22_v13,そんなに,"that much, so",,
lesson_ja_l22_v14,子供,a child,,
lesson_ja_l22_v15,二,two,,
lesson_ja_l22_v16,光,light,,
lesson_ja_l22_v17,おかしい,odd; funny,,
lesson_ja_l22_d0,ちょっと頼んでいい？,Can I ask you a favour?,,
lesson_ja_l22_d1,うん、いいよ。何度でも。,"Yeah, go on. As often as you like.",,
lesson_ja_l22_d2,ごめん、全部確認してほしくて。,Sorry — I want it all checked over.,,
lesson_ja_l22_d3,つまり、また最初からってこと？,So you mean from the start again?,,
lesson_ja_l23_0,今日は早く寝る。,I’m going to bed early today.,,
lesson_ja_l23_1,なんか嫌な気がする。,I’ve got a bad feeling about this.,,
lesson_ja_l23_2,明日も頑張ろう。,Let’s keep at it tomorrow too.,,
lesson_ja_l23_3,優しいね、ありがとう。,"That’s kind of you, thanks.",,
lesson_ja_l23_v0,寝る,"to sleep, to go to bed",,
lesson_ja_l23_v1,なるほど,"ah, I see",,
lesson_ja_l23_v2,小さな,small — only before a noun,,
lesson_ja_l23_v3,瞬間,"a moment, an instant",,
lesson_ja_l23_v4,気がする,to get the feeling that,,
lesson_ja_l23_v5,今まで,up to now,,
lesson_ja_l23_v6,優しい,"kind, gentle",,
lesson_ja_l23_v7,嫌,unpleasant; no thanks,,
lesson_ja_l23_v8,あいつ,that bloke — rough,,
lesson_ja_l23_v9,ううん,no (casual),,
lesson_ja_l23_v10,明日,tomorrow,,
lesson_ja_l23_v11,泣く,to cry,,
lesson_ja_l23_v12,頑張る,"to do one’s best, to stick at it",,
lesson_ja_l23_v13,怒る,to get angry,,
lesson_ja_l23_v14,娘,a daughter,,
lesson_ja_l23_v15,今回,this time,,
lesson_ja_l23_v16,やつ,a bloke; a thing — rough,,
lesson_ja_l23_v17,昨日,yesterday,,
lesson_ja_l23_d0,昨日、あいつ怒ってた気がする。,I get the feeling he was cross yesterday.,,
lesson_ja_l23_d1,ううん、たぶん寝てないだけ。,"Nah, he probably just hasn’t slept.",,
lesson_ja_l23_d2,なるほど。優しいんだな、君は。,"Ah, I see. You’re kind, you are.",,
lesson_ja_l23_d3,明日も頑張るしかないよ。,We’ve just got to keep at it tomorrow.,,
lesson_ja_l24_0,ちょっと気になるんだけど。,It’s been on my mind a bit.,,
lesson_ja_l24_1,鍵、まだ見つからない。,The keys still haven’t turned up.,,
lesson_ja_l24_2,この本、明日返すね。,I’ll give this book back tomorrow.,,
lesson_ja_l24_3,かなり変じゃない？,Isn’t that pretty odd?,,
lesson_ja_l24_v0,変,"strange, odd",,
lesson_ja_l24_v1,探す,to look for,,
lesson_ja_l24_v2,返す,"to give back, to return",,
lesson_ja_l24_v3,国,a country; home region,,
lesson_ja_l24_v4,なあ,hey; isn’t it — musing,,
lesson_ja_l24_v5,当然,"naturally, of course",,
lesson_ja_l24_v6,座る,to sit down,,
lesson_ja_l24_v7,ではある,"it is, admittedly",,
lesson_ja_l24_v8,黙る,"to fall silent, to shut up",,
lesson_ja_l24_v9,気づく,"to notice, to realise",,
lesson_ja_l24_v10,しばらく,for a while,,
lesson_ja_l24_v11,隠す,to hide (something),,
lesson_ja_l24_v12,気になる,to be on one’s mind,,
lesson_ja_l24_v13,奥,"the back, the depths",,
lesson_ja_l24_v14,向ける,"to point, to turn towards",,
lesson_ja_l24_v15,笑顔,a smile,,
lesson_ja_l24_v16,かなり,"quite, considerably",,
lesson_ja_l24_v17,軽い,light (in weight); casual,,
lesson_ja_l24_d0,ずっと黙ってるけど、気になる？,You’ve gone quiet — is something bothering you?,,
lesson_ja_l24_d1,いや、ちょっと変だなって気づいて。,"No, I just noticed something’s a bit off.",,
lesson_ja_l24_d2,しばらく座って、探してみようか。,Shall we sit a while and have a look for it?,,
lesson_ja_l24_d3,かなり奥まで隠したと思う。,I reckon they hid it right at the back.,,
lesson_ja_l25_0,お願い、ちょっとだけ。,Please — just a bit.,,
lesson_ja_l25_1,やるしかないね。,Nothing for it but to do it.,,
lesson_ja_l25_2,実は、まだ話してない。,"Actually, I haven’t told them yet.",,
lesson_ja_l25_3,目の前にあるよ。,It’s right in front of you.,,
lesson_ja_l25_v0,目の前,right in front of you,,
lesson_ja_l25_v1,お願い,a request; please,,
lesson_ja_l25_v2,開ける,to open (something),,
lesson_ja_l25_v3,せい,because of — blame,,
lesson_ja_l25_v4,まったく,completely; honestly!,,
lesson_ja_l25_v5,女の子,a girl,,
lesson_ja_l25_v6,こんなに,"this much, this many",,
lesson_ja_l25_v7,しかない,there’s nothing but to,,
lesson_ja_l25_v8,とにかく,"anyway, in any case",,
lesson_ja_l25_v9,ことはない,there’s no need to,,
lesson_ja_l25_v10,痛い,painful; ouch,,
lesson_ja_l25_v11,敵,an enemy,,
lesson_ja_l25_v12,一,one,,
lesson_ja_l25_v13,実は,"actually, to tell the truth",,
lesson_ja_l25_v14,後ろ,"behind, the back",,
lesson_ja_l25_v15,さらに,"furthermore, even more",,
lesson_ja_l25_v16,髪,hair,,
lesson_ja_l25_v17,一瞬,an instant,,
lesson_ja_l25_d0,お願い、そこ開けてくれない？,Do me a favour — can you open that?,,
lesson_ja_l25_d1,実は、さっきから手が痛いんだ。,"Actually, my hand’s been hurting for a while.",,
lesson_ja_l25_d2,えっ、まったく気づかなかった。,What — I hadn’t noticed at all.,,
lesson_ja_l25_d3,とにかく、後ろの人に頼もう。,"Anyway, let’s ask the person behind.",,
lesson_ja_l26_0,そろそろ行こうか。,Shall we get going soon?,,
lesson_ja_l26_1,隣に座ってもいい？,Can I sit next to you?,,
lesson_ja_l26_2,この色、好きだな。,I like this colour.,,
lesson_ja_l26_3,落ち着いて話して。,Tell me calmly.,,
lesson_ja_l26_v0,落ち着く,"to calm down, to settle",,
lesson_ja_l26_v1,どうした,what’s up?,,
lesson_ja_l26_v2,隣,"next door, beside",,
lesson_ja_l26_v3,不思議,"strange, mysterious",,
lesson_ja_l26_v4,戦う,to fight,,
lesson_ja_l26_v5,こいつ,this bloke — rough,,
lesson_ja_l26_v6,現れる,"to appear, to turn up",,
lesson_ja_l26_v7,そろそろ,about time to,,
lesson_ja_l26_v8,私たち,"we, us",,
lesson_ja_l26_v9,記憶,memory,,
lesson_ja_l26_v10,彼ら,"they, them",,
lesson_ja_l26_v11,すべて,"all, everything",,
lesson_ja_l26_v12,学校,a school,,
lesson_ja_l26_v13,情報,information,,
lesson_ja_l26_v14,意識,"consciousness, awareness",,
lesson_ja_l26_v15,というのは,the thing is; meaning,,
lesson_ja_l26_v16,肩,a shoulder,,
lesson_ja_l26_v17,色,a colour,,
lesson_ja_l26_d0,ちょっと落ち着いて。どうした？,Calm down a sec. What’s up?,,
lesson_ja_l26_d1,隣の学校の子が急に現れて。,A kid from the school next door just turned up.,,
lesson_ja_l26_d2,不思議だな。そろそろ帰る頃だし。,That’s odd. It’s about home time as well.,,
lesson_ja_l26_d3,すべて記憶にないって言うんだよ。,He says he remembers none of it.,,
lesson_ja_l27_0,全然大丈夫だよ。,It’s totally fine.,,
lesson_ja_l27_1,結局、来なかったね。,In the end they didn’t come.,,
lesson_ja_l27_2,負けたけど、楽しかった。,"We lost, but it was fun.",,
lesson_ja_l27_3,壁の色、白いほうがいい。,The wall’s better white.,,
lesson_ja_l27_v0,触れる,to touch; to mention,,
lesson_ja_l27_v1,勝つ,to win,,
lesson_ja_l27_v2,結局,"in the end, after all",,
lesson_ja_l27_v3,三,three,,
lesson_ja_l27_v4,全然,not at all; totally,,
lesson_ja_l27_v5,上がる,"to go up, to rise",,
lesson_ja_l27_v6,げ,"-looking — 嬉しげ, 寒げ",,
lesson_ja_l27_v7,動き,movement,,
lesson_ja_l27_v8,白い,white,,
lesson_ja_l27_v9,指,a finger,,
lesson_ja_l27_v10,可能性,a possibility,,
lesson_ja_l27_v11,赤い,red,,
lesson_ja_l27_v12,失礼,rude; excuse me,,
lesson_ja_l27_v13,幸せ,happiness; happy,,
lesson_ja_l27_v14,負ける,"to lose, to be beaten",,
lesson_ja_l27_v15,背中,the back (of the body),,
lesson_ja_l27_v16,反応,"a reaction, a response",,
lesson_ja_l27_v17,壁,a wall,,
lesson_ja_l27_d0,結局、どっちが勝ったの？,"So in the end, who won?",,
lesson_ja_l27_d1,負けた。全然だめだったよ。,We lost. Completely hopeless.,,
lesson_ja_l27_d2,まあ、次があるって。,"Ah well, there’s always next time.",,
lesson_ja_l27_d3,失礼だけど、見に来てないよね？,"No offence, but you didn’t come and watch, did you?",,
lesson_ja_l28_0,いきなり言われても困る。,Springing it on me doesn’t help.,,
lesson_ja_l28_1,今日は約束があるんだ。,I’ve got plans today.,,
lesson_ja_l28_2,ちょっと恥ずかしいな。,That’s a bit embarrassing.,,
lesson_ja_l28_3,どうやら間に合ったみたい。,Looks like we made it in time.,,
lesson_ja_l28_v0,どうやら,"it seems, apparently",,
lesson_ja_l28_v1,いきなり,"all of a sudden, without warning",,
lesson_ja_l28_v2,空,the sky,,
lesson_ja_l28_v3,約束,"a promise, an arrangement",,
lesson_ja_l28_v4,血,blood,,
lesson_ja_l28_v5,服,clothes,,
lesson_ja_l28_v6,恥ずかしい,embarrassing; embarrassed,,
lesson_ja_l28_v7,事実,a fact,,
lesson_ja_l28_v8,静か,"quiet, still",,
lesson_ja_l28_v9,すむ,"to be settled, to get by",,
lesson_ja_l28_v10,行動,"action, behaviour",,
lesson_ja_l28_v11,突然,suddenly,,
lesson_ja_l28_v12,友達,a friend,,
lesson_ja_l28_v13,喜ぶ,to be pleased,,
lesson_ja_l28_v14,止まる,to stop (by itself),,
lesson_ja_l28_v15,命,life,,
lesson_ja_l28_v16,自身,oneself,,
lesson_ja_l28_v17,想像,imagination,,
lesson_ja_l28_d0,いきなり静かになったね。,It’s gone quiet all of a sudden.,,
lesson_ja_l28_d1,どうやら友達が来たみたい。,Seems like his mate turned up.,,
lesson_ja_l28_d2,約束してたんだ。恥ずかしいけど。,We’d agreed to. Bit embarrassing.,,
lesson_ja_l28_d3,喜ぶと思うよ、きっと。,"They’ll be pleased, I reckon.",,
lesson_ja_l29_0,ようやく終わった。,Finally done.,,
lesson_ja_l29_1,母に聞いてみる。,I’ll ask my mum.,,
lesson_ja_l29_2,その服、面白いね。,Interesting outfit.,,
lesson_ja_l29_3,一体どうしたの？,What on earth’s happened?,,
lesson_ja_l29_v0,面白い,interesting; funny,,
lesson_ja_l29_v1,身,the body; oneself,,
lesson_ja_l29_v2,渡す,"to hand over, to pass",,
lesson_ja_l29_v3,名,a name — formal,,
lesson_ja_l29_v4,ようやく,"finally, at last",,
lesson_ja_l29_v5,全員,"everyone, all members",,
lesson_ja_l29_v6,頃,around the time of,,
lesson_ja_l29_v7,そもそも,in the first place,,
lesson_ja_l29_v8,空気,air; the mood,,
lesson_ja_l29_v9,再び,again — formal,,
lesson_ja_l29_v10,着る,to wear (upper body),,
lesson_ja_l29_v11,母,mother — my own,,
lesson_ja_l29_v12,首,neck,,
lesson_ja_l29_v13,美しい,beautiful,,
lesson_ja_l29_v14,一体,what on earth,,
lesson_ja_l29_v15,店,a shop,,
lesson_ja_l29_v16,程度,"extent, level",,
lesson_ja_l29_v17,届く,"to arrive, to reach",,
lesson_ja_l29_d0,ようやく届いたよ、これ。,This finally arrived.,,
lesson_ja_l29_d1,そもそも、いつ頼んだの？,When did you even order it?,,
lesson_ja_l29_d2,母に渡すつもりだったんだけど。,"I meant to give it to my mum, but.",,
lesson_ja_l29_d3,面白い店で買ったんだね。,Interesting shop you bought it from.,,
lesson_ja_l30_0,これ、結構難しい。,This is quite hard.,,
lesson_ja_l30_1,いや、結構です。,"No, I’m fine thanks.",,
lesson_ja_l30_2,今日は気分がいい。,I’m in a good mood today.,,
lesson_ja_l30_3,むしろそっちのほうがいい。,"If anything, that one’s better.",,
lesson_ja_l30_v0,さて,"now then, right",,
lesson_ja_l30_v1,難しい,difficult,,
lesson_ja_l30_v2,向こう,over there; the other side,,
lesson_ja_l30_v3,神,a god,,
lesson_ja_l30_v4,気分,"mood, how you feel",,
lesson_ja_l30_v5,耳,an ear,,
lesson_ja_l30_v6,通り,a street; just as,,
lesson_ja_l30_v7,ひどい,"awful, terrible",,
lesson_ja_l30_v8,むしろ,"rather, if anything",,
lesson_ja_l30_v9,飛ぶ,"to fly, to jump",,
lesson_ja_l30_v10,眠る,to sleep,,
lesson_ja_l30_v11,仲間,"a mate, one of the group",,
lesson_ja_l30_v12,でない,is not — plain negative,,
lesson_ja_l30_v13,さすがに,even so; as you’d expect,,
lesson_ja_l30_v14,山,a mountain,,
lesson_ja_l30_v15,感情,"emotion, feeling",,
lesson_ja_l30_v16,ぐらい,"about, roughly",,
